1560936227874613046 0 45.7628222 3.1103499 0.000000 
1560936227889000892 0 45.7628222 3.1103499 0.000000 
1560936227903429031 0 45.7628222 3.1103499 0.000000 
1560936227917900085 0 45.7628222 3.1103499 0.000000 
1560936227932271003 0 45.7628222 3.1103499 0.000000 
1560936227946691036 0 45.7628222 3.1103499 0.000000 
1560936227961052894 0 45.7628222 3.1103499 0.000000 
1560936227975490093 0 45.7628222 3.1103499 0.000000 
1560936227989902019 0 45.7628222 3.1103499 0.000000 
1560936228004393100 0 45.7628222 3.1103499 0.000000 
1560936228018733978 0 45.7628222 3.1103499 0.000000 
1560936228033144950 0 45.7628222 3.1103499 0.000000 
1560936228047523975 0 45.7628222 3.1103499 0.000000 
1560936228061954975 0 45.7628222 3.1103499 0.000000 
1560936228076399087 0 45.7628222 3.1103499 0.000000 
1560936228090785026 0 45.7628222 3.1103499 0.000000 
1560936228105216979 0 45.7628222 3.1103499 0.000000 
1560936228119616031 0 45.7628222 3.1103499 0.000000 
1560936228134038925 0 45.7628222 3.1103499 0.000000 
1560936228148408889 0 45.7628222 3.1103499 0.000000 
1560936228162797927 0 45.7628221 3.1103499 0.000000 
1560936228177221059 0 45.7628222 3.1103499 0.000000 
1560936228191668033 0 45.7628222 3.1103499 0.000000 
1560936228206063985 0 45.7628222 3.1103499 0.000000 
1560936228220443964 0 45.7628222 3.1103499 0.000000 
1560936228235294103 0 45.7628222 3.1103499 0.000000 
1560936228249267101 0 45.7628222 3.1103499 0.000000 
1560936228263668060 0 45.7628221 3.1103499 0.000000 
1560936228278100013 0 45.7628221 3.1103499 0.000000 
1560936228293018102 0 45.7628221 3.1103499 0.000000 
1560936228306905031 0 45.7628221 3.1103499 0.000000 
1560936228321319103 0 45.7628221 3.1103499 0.000000 
1560936228338243961 0 45.7628221 3.1103499 0.000000 
1560936228350146055 0 45.7628221 3.1103499 0.000000 
1560936228364552021 0 45.7628221 3.1103499 0.000000 
1560936228379338026 0 45.7628221 3.1103499 0.000000 
1560936228393403053 0 45.7628222 3.1103499 0.000000 
1560936228407783985 0 45.7628222 3.1103499 0.000000 
1560936228422159910 0 45.7628222 3.1103499 0.000000 
1560936228436603069 0 45.7628222 3.1103499 0.000000 
1560936228450978040 0 45.7628222 3.1103499 0.000000 
1560936228465449094 0 45.7628222 3.1103499 0.000000 
1560936228479803085 0 45.7628222 3.1103499 0.000000 
1560936228494227886 0 45.7628222 3.1103499 0.000000 
1560936228508680105 0 45.7628222 3.1103499 0.000000 
1560936228523159980 0 45.7628222 3.1103499 0.000000 
1560936228537517070 0 45.7628222 3.1103499 0.000000 
1560936228551904916 0 45.7628222 3.1103499 0.000000 
1560936228566293954 0 45.7628222 3.1103499 0.000000 
1560936228588665008 0 45.7628222 3.1103499 0.000000 
1560936228688644886 0 45.7628222 3.1103499 0.000000 
1560936228788737058 0 45.7628222 3.1103499 0.000000 
1560936228888631105 0 45.7628222 3.1103499 0.000000 
1560936228988657951 0 45.7628222 3.1103499 0.000000 
1560936229088627099 0 45.7628222 3.1103499 0.000000 
1560936229188640117 0 45.7628222 3.1103499 0.000000 
1560936229288633108 0 45.7628222 3.1103499 0.000000 
1560936229388679027 0 45.7628222 3.1103499 0.000000 
1560936229488636016 0 45.7628222 3.1103499 0.000000 
1560936229588615894 0 45.7628222 3.1103499 0.000000 
1560936229688648939 0 45.7628222 3.1103499 0.000000 
1560936229788626909 0 45.7628222 3.1103499 0.000000 
1560936229888607978 0 45.7628222 3.1103499 0.000000 
1560936229988662004 0 45.7628222 3.1103499 0.000000 
1560936230088634014 0 45.7628222 3.1103499 0.000000 
1560936230188625097 0 45.7628222 3.1103499 0.000000 
1560936230288625001 0 45.7628222 3.1103499 0.000000 
1560936230388823032 0 45.7628222 3.1103499 0.000000 
1560936230488646030 0 45.7628222 3.1103499 0.000000 
1560936230588633060 0 45.7628222 3.1103499 0.000000 
1560936230688632965 0 45.7628222 3.1103499 0.000000 
1560936230788651943 0 45.7628222 3.1103499 0.000000 
1560936230888690948 0 45.7628222 3.1103499 0.000000 
1560936230988658905 0 45.7628222 3.1103499 0.000000 
1560936231088635921 0 45.7628222 3.1103499 0.000000 
1560936231188615083 0 45.7628222 3.1103499 0.000000 
1560936231288644075 0 45.7628222 3.1103499 0.000000 
1560936231388678073 0 45.7628222 3.1103499 0.000000 
1560936231488643884 0 45.7628222 3.1103499 0.000000 
1560936231588691949 0 45.7628222 3.1103499 0.000000 
1560936231688612937 0 45.7628222 3.1103499 0.000000 
1560936231788696050 0 45.7628222 3.1103499 0.000000 
1560936231888628959 0 45.7628222 3.1103499 0.000000 
1560936231988648891 0 45.7628222 3.1103499 0.000000 
1560936232088576078 0 45.7628222 3.1103499 0.000000 
1560936232188641071 0 45.7628222 3.1103499 0.000000 
1560936232288676977 0 45.7628222 3.1103499 0.000000 
1560936232388684034 0 45.7628222 3.1103499 0.000000 
1560936232488601922 0 45.7628222 3.1103499 0.000000 
1560936232588639974 0 45.7628222 3.1103499 0.000000 
1560936232688630104 0 45.7628222 3.1103499 0.000000 
1560936232788641929 0 45.7628222 3.1103499 0.000000 
1560936232888689994 0 45.7628222 3.1103499 0.000000 
1560936232988672018 0 45.7628222 3.1103499 0.000000 
1560936233088679075 0 45.7628222 3.1103499 0.000000 
1560936233188628911 0 45.7628222 3.1103499 0.000000 
1560936233288630962 0 45.7628222 3.1103499 0.000000 
1560936233388750076 0 45.7628222 3.1103499 0.000000 
1560936233488689899 0 45.7628222 3.1103499 0.000000 
1560936233588643074 0 45.7628222 3.1103499 0.000000 
1560936233688661098 0 45.7628222 3.1103499 0.000000 
1560936233788629055 0 45.7628222 3.1103499 0.000000 
1560936233888731002 0 45.7628222 3.1103499 0.000000 
1560936233988615036 0 45.7628222 3.1103499 0.000000 
1560936234088633060 0 45.7628222 3.1103499 0.000000 
1560936234188693046 0 45.7628222 3.1103499 0.000000 
1560936234288626909 0 45.7628222 3.1103499 0.000000 
1560936234388921976 0 45.7628222 3.1103499 0.000000 
1560936234488610029 0 45.7628222 3.1103499 0.000000 
1560936234588635921 0 45.7628222 3.1103499 0.000000 
1560936234688663005 0 45.7628222 3.1103499 0.000000 
1560936234788647890 0 45.7628222 3.1103499 0.000000 
1560936234888617038 0 45.7628222 3.1103499 0.000000 
1560936234988626003 0 45.7628222 3.1103499 0.000000 
1560936235088625907 0 45.7628222 3.1103499 0.000000 
